Samples,Base_RunTime_Avg,Base_RunTime_Sigma,TI_RunTime_Avg,TI_RunTime_Sigma,COR_RunTime_Avg,COR_RunTime_Sigma,TICOR_RunTime_Avg,TICOR_RunTime_Sigma,TI_RunTime_Percent,COR_RunTime_Percent,TICOR_RunTime_Percent
10,3.4934080000000005,0.3698876462447,2.5268490000000008,0.34810374469358552,2.6381170000000007,0.35050367195154336,2.347982,0.32099936794047079,72.33191771473588,75.517002308347628,67.211788602991689
15,5.028346,0.39510246961894563,3.432431999999999,0.35638252116216224,3.8742779999999994,0.35840532485560034,3.186922,0.30732522489139324,68.26165104787934,77.04875519703694,63.379131030362672
20,6.6086,0.46784432380133822,4.179249999999997,0.31298980410669519,5.0129889999999993,0.31558593025153581,3.9926619999999997,0.34602005336294156,63.239566625306381,75.855536724873645,60.416154707502344
30,9.4656369999999992,0.40890148072659765,5.5482239999999994,0.39919484726740712,7.3633889999999989,0.47284233195419256,5.3434440000000016,0.38278052084106051,58.614375345262019,77.790739281466202,56.450971022869375
50,15.655139999999998,0.6133445261755206,8.0956100000000006,0.53015218659114116,12.017209999999999,0.56906247358449602,7.7977450000000008,0.60037654980239841,51.712153324722756,76.762073031604956,49.809487491009357
70,22.355349999999998,0.83599545988442292,10.692820000000001,0.43973111114095992,16.935009999999998,0.80210005144390506,10.060394999999998,0.67890131712549839,47.831145564708237,75.753723381651369,45.002180686055006
100,32.152159999999995,0.91857756994170059,14.484155000000001,0.71719713980334943,24.031115,0.48544372569412153,13.783949999999999,0.67037716132118697,45.048777438280986,74.741836940348648,42.870992182173772
150,47.724524999999993,1.1987778688380049,20.140949999999997,0.76609674152056095,35.633879999999991,0.78438452143937965,18.801814999999998,0.74447951459922312,42.202515373385069,74.665761471696143,39.396547163120012
200,63.070540000000008,1.3058924842591135,24.781000000000002,1.1326283238556247,47.0321,0.86911096849341163,23.498100000000004,0.69015493268621264,39.290927269688829,74.570631550007334,37.256855577897383
300,91.468709999999987,0.86897304580368495,35.875360000000001,1.7212029935161306,68.900379999999984,1.2429880421343102,33.947620000000008,2.1191934282226872,39.221456167907043,75.326721017493298,37.113915786064993
500,147.54971999999998,1.5634546973502828,53.94789999999999,1.6448228665185265,108.15222000000001,1.3806852057342169,50.608020000000003,1.216137343120971,36.562522788928369,73.298831065216547,34.298960377559517
700,200.33864,2.0693445646172908,73.557649999999995,1.956867998869622,149.04464999999999,1.7158613918703103,69.461730000000003,1.1002633321669471,36.716656357455555,74.396357088178291,34.672158101901864
1000,274.96646999999996,1.9052181940076423,103.90639999999999,1.7935315225058692,201.08055999999999,2.8928914490523132,97.353370000000012,1.154367001193487,37.788752934130478,73.129120070530789,35.405542355764332
