Samples,Base_RunTime_Avg,Base_RunTime_Sigma,TI_RunTime_Avg,TI_RunTime_Sigma,COR_RunTime_Avg,COR_RunTime_Sigma,DP_RunTime_Avg,DP_RunTime_Sigma,TICOR_RunTime_Avg,TICOR_RunTime_Sigma,TICORDP_RunTime_Avg,TICORDP_RunTime_Sigma,TI_RunTime_Percent,COR_RunTime_Percent,DP_RunTime_Percent,TICOR_RunTime_Percent,TICORDP_RunTime_Percent
10,10.981277,0.95895031036466383,6.1896040000000019,0.66757174878946013,4.7341889999999998,0.43900597816849457,6.0849470000000023,0.5266858361403971,4.5347639999999991,0.4740129959263466,4.4315129999999998,0.4532350079766076,56.365065738711458,43.111461444784602,55.412016289180229,41.295415824589426,40.355169986150059
15,14.553062999999993,0.89948235423874179,7.3515249999999961,0.56614417522965343,5.7567209999999962,0.40454592210266932,7.7165329999999992,0.44936710084767262,5.3381199999999991,0.462640034164923,5.1453200000000008,0.41592018222225996,50.515310763101894,39.556765472670598,53.023428813576928,36.68038817670206,35.355581158413202
20,17.117799000000002,0.96412443279806015,8.2115320000000001,0.60489667284937376,6.5824739999999986,0.50565264390376585,9.1531509999999976,0.5108112471363665,5.8280560000000001,0.41681475533702822,5.5595919999999985,0.41589168526762765,47.970723338905891,38.453974135342975,53.471541522365094,34.04676033408267,32.47842786330181
30,23.061251999999996,0.98191207360893062,9.874017000000002,0.71558036586473728,8.0632749999999991,0.5575511969743,11.919743999999996,0.47708732875288751,6.8591710000000035,0.56078817753194121,6.4490010000000009,0.38425127865825637,42.816482817151488,34.964602095324224,51.687323827865015,29.74327239475118,27.964661242156332
50,33.804454999999997,0.69576093707007713,12.651170000000002,0.60902324309633626,10.689589999999999,0.68167431095100406,17.09478,0.54794754128474776,8.2965399999999985,0.4597169190754356,7.7195599999999995,0.5015629334495586,37.424564306686804,31.621838009220973,50.569606875780138,24.542741481854979,22.835925028224828
70,44.54533,1.3591803950988453,14.917495000000002,0.74300481083304748,13.264885000000001,0.55238512144584129,22.38364,0.84279404326823593,9.3739550000000005,0.52071604189757159,8.8084000000000007,0.50682140527221753,33.488347712319126,29.778396523271915,50.249128247562652,21.043631285254818,19.774014470203724
100,60.425854999999999,1.7810189021943832,17.925964999999998,0.89077344587073393,16.935404999999999,0.76853043803366072,30.116889999999994,0.93928328157837004,11.279739999999999,0.72046208008618007,10.467880000000001,0.59029816248365452,29.666051063737534,28.026752786534836,49.841065550499856,18.66707554241475,17.323511599463508
150,87.811310000000006,1.8821641859977662,22.787575,1.5394449358111961,23.966055000000001,1.3869030397084834,45.042504999999998,1.3962526507443156,14.281179999999997,1.1324859039903508,13.103565000000003,0.83570856874177224,25.950615017587143,27.292674485780932,51.294650996551582,16.263485876705399,14.922411475241631
200,114.02535,1.9254196456011003,25.704589999999996,1.0224145109059781,31.297869999999996,1.4484990446435697,58.925329999999995,2.2846527258839333,16.204979999999999,0.73908274502926963,14.96327,0.68905870585249152,22.542873141805746,27.448168323973569,51.677394544283345,14.211734495881835,13.122757351764323
300,170.60825,1.8161424040164509,33.773850000000003,1.3025428457444301,42.988009999999996,1.6085663095163685,89.073239999999984,1.6030763232679295,21.004240000000003,1.0079765795339131,19.352270000000001,0.70818607418295532,19.796141159644979,25.1969116382121,52.209222004211398,12.311385879639468,11.343103279003214
500,272.27024,3.0363834936391756,46.009530000000005,2.0134155375326217,72.715439999999987,2.6520488403412856,141.56352000000001,1.6859205061001163,29.637180000000001,1.3580175394056344,27.729469999999999,1.0096169472186529,16.898479246207739,26.707083374224077,51.993754440441236,10.885207285232495,10.184539448747685
700,377.44727,2.1626625698944033,58.640090000000008,1.542234319601129,99.312759999999997,2.6300941542926659,195.60316,2.5232192683157755,38.073840000000004,1.4125407771498528,35.409210000000002,1.5084318939805599,15.535968772538746,26.311691166821792,51.822645319437598,10.087194431158558,9.3812335693936806
1000,530.61118999999997,6.6284337252392271,78.660970000000006,2.4061110125169973,142.56563,3.265538645393065,277.14283999999998,4.8489532385179128,50.645470000000003,1.7659708296634542,47.416590000000006,1.3554353638017742,14.824596895515906,26.868191377569705,52.230869838987005,9.5447421679893356,8.9362212658952807
