Samples,Base_RunTime_Avg,Base_RunTime_Sigma,TI_RunTime_Avg,TI_RunTime_Sigma,COR_RunTime_Avg,COR_RunTime_Sigma,TICOR_RunTime_Avg,TICOR_RunTime_Sigma,TI_RunTime_Percent,COR_RunTime_Percent,TICOR_RunTime_Percent
10,10.872067999999995,0.90003197551278935,6.2138230000000023,0.56093747970012064,4.7364950000000032,0.55476192516349843,4.5132159999999972,0.38147996961329644,57.154011545917527,43.565722730946909,41.51202880629517
15,13.970851,1.0938972317523039,7.1864230000000022,0.64571862791416623,5.5464770000000012,0.39119073749517663,5.1806239999999999,0.36156999940355516,51.438691887845643,39.700351825382725,37.08166381561152
20,16.909659999999999,1.0732923400792198,8.2729040000000023,0.651028665743838,6.3897240000000002,0.41463233369511171,5.8405090000000008,0.39521696281404667,48.924129757783433,37.787418552472374,34.539482165815286
30,22.469896000000009,1.1118332835856684,9.8345240000000018,0.64953161821003425,7.9689590000000008,0.56675322602620559,6.9169500000000008,0.52818284741463384,43.767554598383533,35.465046211161805,30.783186535442788
50,32.987804999999994,1.2604036556741818,12.816515000000001,0.85853856687733554,10.617975000000001,0.51188780830321967,8.521465000000001,0.40335173402640184,38.852281926608953,32.187576590803793,25.832167372154654
70,46.594434999999997,1.9293261038575915,15.486540000000002,0.80438997834580095,13.808074999999999,0.95680181574099399,10.26347,0.87475118032140098,33.236887624026352,29.634601213642789,22.027244240648052
100,67.248545000000007,1.6800958742928296,18.707230000000003,0.86768423258330818,17.627119999999998,0.74713998307933549,12.059395,0.73306715673904921,27.818044241700694,26.211897967457876,17.932573857174155
150,94.581269999999989,5.032640797632987,22.730140000000002,1.4159557967379457,25.477834999999995,1.5000687483456074,15.259169999999997,1.2105604048495366,24.032390345361193,26.937505702767577,16.13339512146538
200,127.70492000000002,1.1424526577110814,26.712859999999999,0.81527482510159976,34.417799999999993,0.71890259114538879,18.286409999999997,0.94053996128701423,20.917643580216016,26.951036812050774,14.319268200473399
300,183.78205,2.8015657044072899,33.649029999999996,1.7121575868865961,47.795639999999999,1.7949920230092022,22.395350000000001,1.4247165139072397,18.309203755208955,26.006696519056135,12.185820105935264
500,298.05109000000004,4.3590344918341755,46.289200000000001,2.5005051387447481,79.871409999999997,2.437151240211954,31.774669999999997,1.6380436075120559,15.530625974224753,26.797892267396165,10.660813218297571
700,416.33029999999997,3.2651528934764684,58.26549,1.7898530196949434,112.24134999999998,3.7248082510677261,39.989829999999998,1.8798820908947103,13.995015496109701,26.959688016942316,9.6053133773832933
1000,598.65650000000005,20.919731745624478,78.131590000000003,2.097430772503456,159.60656999999998,4.0873725627568831,52.35651,1.9323098575136566,13.051155378752256,26.660792958900466,8.7456680082818767
